Rk,Team,Conf,G,Rec,AdjOE,AdjDE,Barthag,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P%,2P%D,3P%,3P%D,3PR,3PRD,Adj T.,WAB
300,Utah Valley,WAC,28,9–19,80.1,95.2,0.1209,42.2,46.6,23.8,27.2,28.6,34.2,30.3,34.7,42.4,47,27.9,30.7,34.4,41.2,69.5,-17.3
301,South Alabama,SB,30,7–23,83.9,99.7,0.1199,41.1,46.3,26.3,20.1,30.9,36,29.8,31.9,39.3,47.3,29.8,29.2,33,29.9,70.9,-19.8
302,Iona,MAAC,30,11–19,86.5,103.1,0.1177,45.8,46.4,24.8,20.6,26,32.1,23,20.7,43,46.9,33.5,30.2,38.9,31.8,66.5,-17.3
303,Alcorn St.,SWAC,31,11–20,79.3,94.5,0.1175,39.3,42.5,25.8,20.8,28.3,33.1,34.2,42.2,40.1,41.6,24.6,29.6,25.4,33.4,67,-15.6
304,Radford,BSth,32,14–18,80.5,96,0.1173,41.9,45,25.2,24.5,30.6,31.5,26.3,27.4,41.4,44.7,28.5,30.4,34.2,33.7,68,-15.3
305,Hofstra,CAA,31,10–21,80.3,95.7,0.117,40.4,43.6,28,24.2,36.4,32.8,28,30.1,39.3,42.1,28.4,31.2,33.3,31.6,67,-19.2
306,UMBC,AE,27,8–19,82.4,98.3,0.1165,42.8,46.7,24.3,23,27.9,33,27.5,27.4,42.7,47.6,28.7,29.6,27.9,27.1,69.3,-17.1
307,Florida A&M,SWAC,30,9–21,83.9,100.5,0.1109,41.6,46.1,27.3,25.5,32.5,38.9,29.3,39.8,40.8,45.6,29.2,31.5,26.7,29.7,70.3,-17.2
308,St. Bonaventure,A10,30,4–26,82.4,98.8,0.1106,41.1,49.9,24.2,22.8,26,31.6,26.1,23.3,41.2,48.5,27.2,34.9,37.4,35,68.8,-22.3
309,USC Upstate,BSth,30,15–15,80.2,96.6,0.1056,43.5,44.7,27.2,25.2,29.8,32.1,31.1,27.6,41.7,44.1,31.7,30.6,31.2,36.2,69.8,-13.7
310,Seattle,WAC,29,6–23,87.5,105.4,0.1055,43.5,49.8,24.7,21.1,32.6,35.9,26.2,32.3,43.5,51.9,29.1,31,37.7,38.7,71.1,-20.1
311,UT Rio Grande Valley,WAC,29,6–23,82.6,99.5,0.1051,39.5,48.7,21.2,20.5,25.5,31.5,30.7,25.9,38.7,47.3,27.1,34.3,41.2,34.3,69.8,-20.3
312,Presbyterian,BSth,31,17–14,80.8,97.4,0.1045,45.2,45,26,21.9,27.2,27.9,24.2,22,45,45,30.4,30.1,33.7,33.2,66.7,-11.7
313,Cal St. Bakersfield,BW,28,7–21,85.4,103.1,0.1025,43.1,48.2,19.8,22.9,22.7,34.4,21.3,29.1,40.8,48.6,30.9,31.6,41.3,38.3,68.8,-19.1
314,New Hampshire,AE,28,8–20,79.9,96.5,0.1021,40.2,48.4,25.8,27.6,35.2,30.6,21.7,29,39.1,47.9,28.7,32.7,27.9,42.9,67.1,-17.8
315,Northeastern,CAA,27,10–17,85.6,103.5,0.1013,47.1,46.2,25.8,21.8,28.1,37,24.9,23.2,45.9,47,32.9,30,36.6,37.9,65.6,-14.7
316,North Carolina Central,MEAC,28,13–15,78.6,95.7,0.0942,40.4,42.7,25.9,24.7,29.8,35.4,30.6,30.3,40.3,42.9,27,28.1,28.7,29.1,78,-12.6
317,Central Michigan,MAC,27,5–22,81.7,99.5,0.0938,43.1,46.2,29.2,18.1,36.5,30.5,26.7,26.5,43.3,44.2,28.5,33.5,33.4,32.4,72.5,-19.5
318,Tennessee St.,OVC,28,9–19,79.9,97.7,0.0901,41.3,47.7,24.3,28.3,32.4,36.2,27.6,35.6,41.4,47.1,27.2,32.5,20.3,34.3,71.7,-17.9
319,Portland St.,BSky,29,6–23,86.6,106,0.089,43.8,49.8,24.4,20.3,27.5,38.7,23.2,26.5,44.5,49.6,28.5,33.5,40.4,28.8,65.4,-20.9
320,Bradley,MVC,31,5–26,85.3,104.6,0.0878,44.7,50.4,23.1,17.8,21.8,33.3,25.4,27.4,43.3,51.1,31.5,32.5,33.6,30.6,69.1,-22.5
321,Lindenwood,OVC,27,6–21,88.2,108.2,0.0863,44.3,52.7,20.8,25.5,28.4,37.8,29.8,37.5,46.3,52,26.9,36.2,33.7,27.4,69.4,-19.6
322,Charleston Southern,BSth,29,10–19,81.4,100,0.0857,42.7,45.4,27.7,22.3,34.5,31.6,25.2,26.6,42.3,43.9,29.3,32.5,27.3,31.1,72.1,-17.1
323,Prairie View A&M,SWAC,26,8–18,81.9,100.8,0.0833,38.2,47.7,26.3,24.7,34.4,36.7,34.2,50.8,40.6,47.8,19.1,31.7,20,26.8,72,-15.2
324,SIU Edwardsville,OVC,30,4–26,89,109.7,0.0825,45.1,49.6,24.4,18.7,28.3,35.6,31.2,35,41.3,49.6,34.1,33,38.6,32.4,73.6,-23.5
325,UNC Asheville,BSth,29,9–20,79.9,99.2,0.0769,39.5,44,23.1,22,33.4,31.6,26.9,31.5,40.9,43.9,23.9,29.5,27.9,31,68.4,-19.5
326,Eastern Michigan,MAC,28,6–22,78.9,98,0.0766,40.8,48.4,26.5,22.1,31.4,32,24.5,28,41.7,46.4,25.7,34.9,30.3,33.6,69.1,-19.4
327,Lafayette,Pat,30,10–20,82.8,102.9,0.0757,45.3,46.2,23.5,19.9,24.6,30.9,20.9,25.7,43.7,45.2,32.9,32.2,28.8,33.3,66,-17.8
328,Pepperdine,WCC,28,3–25,79.6,99.3,0.0732,40.2,48.8,29.6,20,32.9,36.5,23.3,29.9,42.9,47.4,22.2,34.6,27.7,31.1,68.5,-20.9
329,Fairleigh Dickinson,NEC,30,13–17,83.9,104.8,0.0723,43.5,44.4,23.7,20.2,33.1,31.2,23.1,26.1,41.7,43.9,30.7,30.4,41.2,28.7,65.4,-14
330,Marist,MAAC,31,6–25,77,96.6,0.069,40,43.4,24.9,19.2,26.5,30.5,25.7,19.5,38.2,43.3,29.1,29,32,37.3,69.8,-23.6
331,Texas Southern,SWAC,28,6–22,80.4,101,0.0674,39.3,45.1,27.8,21.2,31.5,37.1,28.9,31.5,40.2,45.4,25,29.6,35.1,25.6,72,-19.2
332,Winthrop,BSth,27,11–16,78,98.2,0.0663,40.3,46.8,27.9,26.3,33.3,30.7,29.9,28.3,40.4,47.7,26.7,30.1,33.3,36,66.7,-13.8
333,UMass Lowell,AE,29,4–25,77.2,98,0.0603,40.3,46.5,24.2,21.6,25.5,31.9,22,24.8,40.3,47,26.9,30,25.2,25.6,69.2,-22.9
334,Rider,MAAC,31,10–21,79.9,101.5,0.0596,44.1,44.7,26.5,20.1,24.7,35.4,26.7,24.7,42.8,45.6,30.9,28.8,34.8,35.7,67.3,-18.9
335,Robert Morris,Horz,28,4–24,77.7,99.1,0.0577,39.8,48.4,23.5,22.9,25.8,31.6,21.1,39.9,41.8,47.3,24.2,33.6,35.9,35.2,68.1,-20.9
336,Evansville,MVC,32,4–28,81,103.3,0.0574,40.1,51.4,23.9,19.2,26.1,30.9,34.4,32.4,40.4,54,26.3,30.3,30.7,30,74.2,-23.3
337,Morgan St.,MEAC,28,6–22,76.3,97.5,0.0561,37.2,47,26.9,27,34.1,34.7,24,36.4,37.4,43.7,24.3,37.4,26.2,26,69.6,-18.1
338,Merrimack,NEC,31,12–19,79.1,101.3,0.0551,41.3,44,25.9,23.7,36.2,31.8,28.7,32,40.3,42.5,28.7,31.2,34.8,36.1,70.4,-17.7
339,Hampton,CAA,29,3–26,77.4,99.2,0.055,36.6,46.1,24.2,26.4,26,36.9,34.1,37.5,36.6,45.9,24.1,30.9,21.2,36.7,72.8,-23.7
340,Cal St. Northridge,BW,29,3–26,76.2,97.7,0.0542,38.5,46.2,24.8,22.7,24.8,34.9,26.6,27.6,38.3,46.1,25.9,30.9,29.8,39.6,73.5,-23.3
341,Longwood,BSth,28,7–21,78.3,100.9,0.0515,40.2,47.9,25,24.7,29,35.8,30,23.7,40,47.6,27.3,32.3,21.8,37.7,72.3,-19.2
342,Gardner Webb,BSth,30,6–24,84.5,109.9,0.046,43.7,49,25,19.7,28.8,35.5,21.6,36.3,43.5,50,29.3,31.2,42.3,32.2,73.9,-21.4
343,Utah St.,MWC,28,4–24,82.3,107.5,0.0445,41,50.5,26,18.3,26.1,35.4,32.7,26.6,40,50.3,28.8,33.9,31.7,38.5,70.6,-20.9
344,Dartmouth,Ivy,24,5–19,73.4,95.8,0.0445,39.3,46.1,25.7,19,23.6,33,20.8,14.7,36.8,44.8,29.8,32.6,31.8,32.2,63.9,-15.9
345,Western Carolina,SC,27,3–24,80.5,105.5,0.0428,43,46.8,27.2,18.6,27.8,37.9,26.7,30.7,45.1,44.8,24.9,34,26.6,31.8,68.7,-22.1
346,Central Connecticut,NEC,30,9–21,79.9,105,0.0411,41.6,45.9,20.7,23.2,24.9,37.4,22.1,29.6,43.4,45.8,24.6,30.7,26.9,30.5,69.2,-18.2
347,Saint Peter's,MAAC,30,7–23,72.6,96.1,0.0384,40.3,47.4,32.4,25.3,29.7,32.3,32.3,26.7,40.2,46.1,26.9,33,40.3,37,67.9,-20.8
348,Mississippi Valley St.,SWAC,31,4–27,77.9,103.2,0.0382,36.1,48.1,24.8,24.3,28.5,42,28.4,41.4,35.7,49.3,24.6,30.5,27.4,34.3,74.4,-20.6
349,Houston Christian,Slnd,25,2–23,74.2,98.3,0.038,39.1,45.6,26.6,19,20.8,34.1,23.5,27.8,37.9,45.1,27.8,31.2,33.6,27.6,68.3,-19.5
350,McNeese St.,Slnd,27,2–25,83.6,112,0.0334,40.5,52,25.2,19.1,24.3,35.3,36.4,28.3,40.6,49.5,27,39,29,27.3,74.4,-21.5
351,Delaware St.,MEAC,26,6–20,78,105.1,0.0314,38.6,50.3,26.6,23,28.9,37.6,29.1,24.3,37.7,51.6,27.2,31.7,30.1,32.9,70.4,-16.5
352,Queens,ASun,26,4–22,76.6,105.4,0.0249,38.5,48.4,23.9,24,30.1,35.4,29.9,46.4,38.6,49.4,25.6,31.2,25,36.9,73.1,-19
353,UNC Wilmington,CAA,29,4–25,74.6,104,0.0215,35.9,49.7,26.1,22.3,28,38.6,28.2,18.3,37,50.5,21.9,32,26,31.9,73,-21.9
354,Alabama St.,SWAC,29,3–26,72,100.7,0.0207,37.1,46.4,31.8,20.9,28.4,39.6,28.2,39.8,37.2,46.7,24.5,30.5,30.5,25.7,70.1,-21.1
355,LIU,NEC,30,8–22,77.2,109.3,0.018,43.3,47.7,27,21.8,31.5,33.5,26.7,25.2,44.6,46.8,27.4,33,37.1,34.2,70.3,-20.3
356,Chicago St.,Ind,26,0–26,76.3,111.4,0.0127,38,50.7,27.7,19.6,28.8,40.1,26.9,34.7,38.8,52.1,22.9,31.8,18,31.2,75.9,-23.3
357,Stonehill,NEC,30,4–26,72.9,108.2,0.0105,39.1,47.9,27.8,20.2,29.6,36.4,22.6,23.6,37.8,48.8,27.6,30.4,35.9,28.4,69.5,-24.7
358,Wagner,NEC,27,6–21,71.3,107.8,0.0086,40.3,48.3,28.6,26,29.6,37.3,30.5,33.2,40.4,47.6,26.6,33,26.5,37.4,70.6,-20.1
359,South Carolina St.,MEAC,30,2–28,70.5,107.1,0.0081,38.2,46.6,32.6,21.7,29.5,39.9,36,27.1,38.4,45.1,25.1,32.9,23.4,36.2,68.1,-25.8
360,Saint Francis,NEC,30,5–25,73.2,114.2,0.006,38.8,48,25,19.1,29.1,35,23.1,29.5,39,47.4,25.7,32.8,29.8,30.5,67.9,-23.2
